"","AMBI","PI","PI5yAvg","piMetals","piHC","piOM","Redox"
"Bradyrhizobiaceae",5.95,0.419973364,0.5425,NA,NA,0.445,NA
"Rhizobiaceae",1.6775,0.419973364,0.5425,NA,NA,0.445,NA
"Hyphomicrobiaceae",5.95,3.63401713805,2.50979352515,3.31563879205685,3.05338085155898,4.5425595238125,-174
"Xanthobacteraceae",NA,NA,NA,NA,NA,NA,441
"Rhodobiaceae",5.8385,1.05544357955,1.0258089991,0.887332229758967,0.158536585365854,2.9925,273.5
"A0839",1.6775,NA,0.5809043679,NA,NA,0.485,NA
"OCS116 clade",1.0705,0.8192138146,0.52353385445,0.824939988898102,0.247049240871998,0.42,299.5
"MNG7",1.6775,0.46505746985,0.5425,0.604639926720508,NA,0.515,NA
"KF-JG30-B3",NA,2.36519225795,1.8363932781,3.46153415214349,0,4.58185701721875,-174
"JG34-KF-361",NA,1.0833660636,0.52353385445,1.29588122961573,0,NA,460.5
"DUNssu044",NA,NA,NA,NA,NA,NA,460.5
"JG35-K1-AG5",1.6205,NA,NA,NA,3.05338085155898,0.8,NA
"B142",NA,NA,NA,NA,NA,2.875,-1
"Rickettsiaceae",5.9335,0.35499149005,0.52353385445,0.53566772343266,3.81281366835137,NA,NA
"[Caedibacter] caryophilus group",NA,NA,NA,NA,NA,NA,NA
"TK34",1.6205,0.77974351465,1.64250412385,0.658099542280137,2.33438835936275,2.1,273.5
"SHWN-night2",1.2625,0.381973364,0.5809043679,0.53566772343266,NA,0.42,NA
"EF100-94H03",NA,NA,NA,NA,0.247049240871998,NA,NA
"T9d",NA,NA,NA,NA,NA,0.515,288
"Rhodobacteraceae",NA,3.36833240045,3.5063946883,3.67025118562807,4.01509023024269,4.5425595238125,-174
"Sphingomonadaceae",1.4065,NA,NA,NA,4.94969512195122,NA,-174
"Erythrobacteraceae",NA,3.77779319145,3.5063946883,3.67025118562807,4.78907526649162,0.58,-174
"Rhodospirillaceae",2.53,0.35499149005,1.397936374,0.53566772343266,1.8919513712872,4.5425595238125,273.5
"Acetobacteraceae",1.6205,0.35499149005,NA,NA,NA,0.58,NA
"DA111",1.4475,0.381973364,0.5425,NA,NA,4.63742249340625,NA
"Rhodospirillales Incertae Sedis",5.95,0.77974351465,3.5063946883,0.53566772343266,0.61055924031549,1.5,495.5
"AT-s3-44",1.4475,0.35499149005,0.52353385445,0.604639926720508,0,0.485,495.5
"JG37-AG-20",1.6205,NA,NA,NA,NA,4.58185701721875,NA
"MSB-1E8",1.0705,1.05544357955,1.03757355125,0.911581075049037,0.646146685486768,1.555,401.5
"MND8",1.6775,NA,NA,NA,NA,0.515,NA
"Caulobacteraceae",NA,NA,NA,4.03084139883363,0,NA,495.5
"Hyphomonadaceae",NA,NA,NA,NA,NA,NA,NA
"Parvularculaceae",1.0705,0.35499149005,0.52353385445,0.621331584361621,0,0.84,477.5
"Moraxellaceae",1.9805,NA,NA,NA,NA,0.515,NA
"Pseudoalteromonadaceae",1.4065,0.8192138146,0.5325,0.824939988898102,NA,NA,NA
"Alteromonadaceae",1.3855,0.8192138146,0.5809043679,0.80088055162499,5,0.92,NA
"Colwelliaceae",1.2625,NA,0.4845,NA,NA,4.5425595238125,NA
"Thiotrichaceae",4.9,2.32475310365,1.8160877372,3.52434514331092,NA,NA,NA
"Piscirickettsiaceae",NA,4.21818858715,3.5063946883,4.03084139883363,5,0.42,495.5
"Fangia - Caedibacter clade",NA,NA,NA,NA,3.7909851020181,NA,-60
"Xanthomonadales Incertae Sedis",1.9805,0.46505746985,0.50353385445,0.604639926720508,NA,0.8,273.5
"Xanthomonadaceae",1.4065,NA,0.50353385445,NA,4.74687707109647,NA,NA
"Woeseiaceae",4.536,0.8010657827,0.5425,0.604639926720508,1.8919513712872,4.58185701721875,273.5
"Arenicellaceae",NA,0.62874408815,3.44149437535,0.824939988898102,5,NA,NA
"Alcanivoracaceae",1.4065,NA,NA,NA,3.10603729364923,NA,-90
"Oceanospirillaceae",5.85,0.62874408815,0.7359645592,0.84403512025432,0,0.485,-174
"SAR86 clade",NA,NA,NA,NA,NA,NA,NA
"Hahellaceae",NA,0.6565774215,0.6780984511,0.790622099533512,NA,NA,NA
"OM182 clade",1.0705,0.35499149005,0.4845,0.53566772343266,5,1.555,299.5
"SS1-B-06-26",NA,0.35499149005,0.4845,0.620257651023873,0,0.42,477.5
"CrystalBog021C3",1.3855,0.35499149005,0.6780984511,0.621331584361621,0,0.42,326
"MBAE14",1.0705,0.35499149005,0.4845,0.621331584361621,0.296747967479675,0.8,273.5
"Vibrionaceae",2.693,NA,NA,NA,NA,NA,NA
"Chromatiaceae",5.95,NA,NA,NA,5,4.58185701721875,-174
"Ectothiorhodospiraceae",5.8615,NA,NA,NA,NA,NA,NA
"Granulosicoccaceae",1.2625,0.35499149005,0.4845,0.53566772343266,5,0.42,299.5
"Aeromonadaceae",4.9,NA,NA,NA,NA,0.515,261
"Legionellaceae",1.0705,0.35499149005,0.50353385445,NA,NA,1.5,264
"Coxiellaceae",NA,0.35499149005,0.4845,NA,0,4.63742249340625,495.5
"Halieaceae",2.545,0.50266465935,NA,NA,0,0.42,477.5
"Cellvibrionaceae",5.7745,0.35499149005,0.52353385445,3.05084903203448,NA,NA,NA
"Porticoccaceae",NA,NA,NA,NA,NA,0.445,NA
"Spongiibacteraceae",1.2625,NA,NA,NA,NA,NA,NA
"BD2-7",1.2625,0.8010657827,0.5809043679,0.658099542280137,NA,0.94,NA
"Salinisphaeraceae",1.9805,0.72672377485,0.4845,0.620257651023873,0.0447154471544715,0.8,273.5
"Methylococcaceae",NA,NA,NA,NA,0,NA,NA
"Marine Methylotrophic Group 2",1.8505,NA,NA,NA,NA,NA,NA
"Marine Methylotrophic Group 1",NA,2.4410751049,2.30738398205,2.97519438209444,4.94969512195122,4.33,-94.5
"pItb-vmat-59",NA,3.78558204705,3.5063946883,3.52434514331092,5,NA,-94.5
"CABC2E06",5.0615,NA,NA,NA,NA,NA,NA
"pLW-20",NA,NA,NA,NA,NA,NA,NA
"KCM-B-112",NA,3.49436310305,3.36471549985,3.31563879205685,5,NA,-5.5
"Acidiferrobacteraceae",1.8505,0.62874408815,1.02852306895,0.620257651023873,0.158536585365854,0.64,273.5
"Sedimenticola family incertae sedis",NA,NA,NA,NA,4.42753786786468,0.545,NA
"Thiolapillus family incertae sedis",NA,NA,2.50979352515,NA,0.247049240871998,0.7,228.5
"Thiohalophilus family incertae sedis",1.4065,NA,NA,NA,NA,NA,NA
"Desulfovibrionaceae",5.95,3.15324315735,2.44411019675,3.46153415214349,2.5562655253186,4.5425595238125,-153
"Bacteriovoracaceae",NA,3.63401713805,3.031290247,NA,4.58269745928635,0.42,473.5
"Bdellovibrionaceae",3.0095,3.47078665845,3.5063946883,4.03084139883363,5,0.42,-174
"Sandaracinaceae",1.6775,0.5381071895,3.1166174012,0.704401727376405,5,4.5425595238125,495.5
"Polyangiaceae",5.95,NA,NA,NA,NA,NA,NA
"Nannocystaceae",5.95,1.2946013386,3.5063946883,2.36281962809882,5,NA,NA
"P3OB-42",NA,NA,NA,NA,NA,NA,NA
"Haliangiaceae",1.0705,0.35499149005,0.52353385445,0.53566772343266,0.597206833922726,1.4396501749,-163.5
"VHS-B3-70",2.545,1.2458648576,0.5809043679,2.53908117573377,5,0.42,473.5
"Phaselicystidaceae",2.7025,NA,NA,NA,NA,0.94,NA
"mle1-27",1.2625,NA,NA,NA,NA,1.4396501749,NA
"bacteriap25",NA,2.4254779046,NA,NA,0.00715619166148102,0.64,-174
"VHS-B4-70",5.8385,2.4254779046,2.44411019675,2.04031278909835,3.02193417644351,0.42,-174
"Blfdi19",NA,3.26659883975,2.44411019675,3.44471530704487,5,NA,-174
"BIrii41",NA,0.6828530963,0.64322360265,NA,NA,0.515,NA
"UASB-TL25",NA,4.21818858715,2.30738398205,3.83243626487274,0,0.42,-174
"Eel-36e1D6",NA,NA,NA,NA,NA,NA,NA
"PS-B29",NA,4.21818858715,1.26506440555,4.03084139883363,0.00342252644679527,4.39375,-174
"MidBa8",1.0705,0.35499149005,0.64322360265,0.604639926720508,0.00342252644679527,0.515,473.5
"Desulfuromonadaceae",NA,0.6828530963,0.8463990458,0.621331584361621,0,0.42,405
"Sva1033",1.9805,0.46505746985,0.5325,0.604639926720508,0.101626016260163,0.515,473.5
"MA-28-I98C",2.53,NA,NA,0.604639926720508,NA,NA,NA
"Desulfobacteraceae",1.0705,0.46505746985,0.64322360265,0.604639926720508,0.101626016260163,0.42,473.5
"Desulfobulbaceae",1.0705,0.46505746985,0.64322360265,0.604639926720508,0.00342252644679527,0.42,386
"Desulfarculaceae",NA,3.7632111444,3.031290247,3.46153415214349,4.58269745928635,0.965,-18
"Syntrophaceae",1.6775,3.7632111444,3.031290247,2.99291468038404,4.58269745928635,0.88,35
"Syntrophobacteraceae",4.5905,3.77779319145,3.10012887135,3.67025118562807,0,4.63742249340625,144
"Oligoflexaceae",1.0705,NA,0.50353385445,NA,NA,NA,NA
"0319-6G20",1.4475,0.46505746985,0.5809043679,NA,NA,0.515,297.5
"Ca. Tenderia family incertae sedis",1.2625,0.35499149005,0.50353385445,0.658099542280137,NA,1.3646501749,NA
"Ruminococcaceae",1.0705,0.35499149005,0.4845,0.604639926720508,0.0691056910569106,0.515,-174
"Lachnospiraceae",1.4475,0.419973364,0.52353385445,0.620257651023873,0,0.6,477.5
"Clostridiales vadinBB60 group",1.4905,3.78558204705,2.2995662878,3.83243626487274,0,2.9925,-58.5
"Christensenellaceae",1.9805,0.46505746985,0.50353385445,0.604639926720508,2.68613370872352,0.485,29
"Peptostreptococcaceae",NA,NA,NA,NA,0.61055924031549,0.42,409.5
"Family XI (Clostridiales)",1.6775,NA,0.5425,NA,NA,3.7375,NA
"Peptococcaceae",5.7175,3.7632111444,3.0186708539,3.46153415214349,4.58269745928635,2.7725,-174
"Syntrophomonadaceae",NA,4.21818858715,3.5063946883,4.03084139883363,5,NA,NA
"Defluviitaleaceae",1.6775,0.381973364,0.64322360265,0.604639926720508,0,0.8,383
"Family XII (Clostridiales)",NA,NA,0.64322360265,NA,NA,NA,-174
"P. palm C-A 51",5.9335,3.0035214646,2.572522516,2.82682706379085,4.42753786786468,3.7593345771125,-163.5
"Clostridiales Incertae Sedis",NA,NA,NA,NA,NA,NA,NA
"TSAC18",NA,NA,NA,NA,NA,NA,NA
"GoM-GC232-4463-Bac1",NA,0.9366339449,2.4543799801,0.790622099533512,2.10854069593901,3.225,-129
"livecontrolB21",NA,3.49436310305,2.4543799801,2.38873803519719,1.04539211073505,3.5998171846375,-3.5
"Streptococcaceae",5.0615,1.37335725555,2.1905748006,1.50032521971639,1.51727642276423,NA,NA
"Carnobacteriaceae",NA,1.21766285735,1.232848214,0.84403512025432,0,0.485,408.5
"Acidaminococcaceae",1.0705,NA,NA,NA,NA,0.42,NA
"Acholeplasmataceae",NA,1.05544357955,2.2765347029,0.928175612215058,0,1.555,114.5
"Synechococcaceae",NA,NA,0.7989463955,NA,NA,NA,NA
"Pseudoanabaenacea",1.2625,0.35499149005,0.4845,0.621331584361621,0.257810088990747,1.275,161
"Cyanobacteriaceae",1.0705,0.35499149005,0.50353385445,0.621331584361621,0.239775423578754,0.855,311.5
"Micrococcaceae",NA,NA,NA,NA,0,2.65153499355,432.5
"Microbacteriaceae",1.0705,0.419973364,0.4845,0.53566772343266,0,0.515,-174
"Intrasporangiaceae",1.4065,0.35499149005,0.52353385445,0.604639926720508,1.92968390324849,0.445,NA
"Beutenbergiaceae",5.95,2.9097148492,3.1166174012,1.74193769769375,1.90091463414634,3.5998171846375,NA
"Sporichthyaceae",2.723,0.8956647004,NA,NA,0.00840074673304294,2.45,495.5
"Propionibacteriaceae",1.9805,3.77779319145,0.4845,3.52434514331092,5,NA,-70
"Nocardioidaceae",2.723,1.1845613656,0.5425,0.53566772343266,0,1.065,386
"Elev-16S-1332",1.0705,0.50266465935,1.14870903645,0.621331584361621,0.132929611810119,2.65153499355,282.5
"0319-6M6",NA,NA,NA,NA,NA,NA,NA
"TM146",NA,NA,0.5325,NA,NA,NA,NA
"Acidimicrobiaceae",1.0705,0.35499149005,0.4845,0.53566772343266,0.198111918891435,0.855,-174
"Sva0996 marine group",1.0705,0.35499149005,3.48493716695,0.53566772343266,0.90950035667127,2.95883696415,240.5
"OM1 clade",2.9795,0.72672377485,0.5425,0.604639926720508,0.0253034235382802,2.05,273.5
"Coriobacteriaceae",1.4475,0.46505746985,0.64322360265,0.604639926720508,5,0.8,299.5
"Euzebyaceae",1.0705,0.35499149005,0.52353385445,0.620257651023873,0.0447154471544715,0.42,273.5
"Nitriliruptoraceae",1.0705,0.6828530963,0.93755601405,0.604639926720508,0.0894308943089431,0.68,386
"Anaerolineaceae",1.0705,0.46505746985,0.5809043679,0.604639926720508,5,0.485,-174
"Roseiflexaceae",NA,NA,NA,NA,NA,3.10625,NA
"Caldilineaceae",NA,3.1708880497,NA,NA,3.86016525768867,4.5425595238125,-144.5
"Trueperaceae",1.0705,0.6565774215,1.0074955991,0.824939988898102,0.0447154471544715,0.485,409.5
"Fimbriimonadaceae",1.9805,NA,0.70627921635,NA,NA,0.445,NA
"Spirochaetaceae",NA,0.6565774215,0.5809043679,0.621331584361621,0,0.42,477.5
"Leptospiraceae",1.8505,4.13306949755,3.5063946883,3.67025118562807,4.85436998193877,2.05,299.5
"Planctomycetaceae",1.0705,4.21818858715,0.64322360265,4.03084139883363,0,3.7693345771125,-174
"Phycisphaeraceae",1.6775,0.70880881015,0.5425,0.658099542280137,0,2.1,273.5
"AKAU3564 sediment group",NA,3.36833240045,3.4998743339,3.37909224281028,5,2.649340527575,-18
"Puniceicoccaceae",NA,NA,NA,NA,5,0.42,473.5
"Opitutaceae",1.4065,NA,NA,4.03084139883363,3.8949283748438,4.5425595238125,NA
"Verrucomicrobiaceae",1.6775,4.13306949755,0.4845,4.03084139883363,5,0.515,NA
"Rubritalecea",NA,NA,2.2362682451,NA,NA,NA,NA
"DEV007",5.7175,3.1708880497,0.9327693241,0.80088055162499,5,4.58185701721875,-163.5
"DA101 soil group",1.4475,NA,0.52353385445,NA,NA,0.515,NA
"MVP-94",5.95,0.9081788795,1.02852306895,0.621331584361621,0.239775423578754,0.42,477.5
"Lentisphaeraceae",1.2625,NA,0.5325,0.53566772343266,NA,NA,NA
"BD2-3",5.7175,1.06687044935,3.5063946883,NA,0.172764227642276,4.58185701721875,261
"Arctic95B-14",1.6775,0.70880881015,0.64322360265,0.704401727376405,0,0.485,273.5
"Arcobacteraceae",NA,NA,NA,NA,NA,NA,NA
"Thiovulaceae",5.8115,0.8192138146,3.4998743339,0.84403512025432,0.0894308943089431,2.1,288
"Sulfurovaceae",5.95,2.65830934245,2.4543799801,2.71437729760545,3.05338085155898,4.63742249340625,-151
"H16",NA,4.13306949755,3.5063946883,3.52434514331092,4.15006469409747,NA,-174
"G55",NA,1.23349507385,1.232848214,3.18628555907952,0,2.2425,495.5
"Synergistaceae",3.28,3.31894392975,3.0186708539,3.44471530704487,4.41252684520467,3.88,44
"Blastocatellaceae",NA,4.13306949755,NA,4.03084139883363,4.58269745928635,NA,-174
"Acidobacteriaceae",1.9805,0.8010657827,0.5809043679,NA,NA,0.7,NA
"Holophagaceae",4.77,NA,NA,NA,NA,0.545,NA
"Sva0725",1.6775,0.70880881015,3.2937211245,0.704401727376405,2.27312924653826,2.05,240.5
"ABS-19",NA,3.63401713805,NA,NA,4.58269745928635,1.095,495.5
"NS72",2.927,0.6565774215,0.8463990458,0.824939988898102,0.0691056910569106,0.485,273.5
"CA002",2.927,0.6565774215,3.13670309855,0.824939988898102,5,1.555,273.5
"TK85",2.994,0.6565774215,0.5809043679,0.824939988898102,0.61055924031549,0.965,273.5
"Acanthopleuribacteraceae",NA,NA,NA,NA,NA,NA,NA
"PAUC26f",4.7115,0.35499149005,1.0238522176,NA,0,1.125,477.5
"GOUTB8",NA,1.5111726014,1.69132816225,1.47300105714449,0,NA,NA
"Nitrospinaceae",1.2625,0.50266465935,0.4845,0.620257651023873,0,0.42,477.5
"ODP1230B8.23",NA,NA,NA,NA,NA,NA,NA
"Nitrospiraceae",1.6205,NA,NA,NA,NA,3.7593345771125,NA
"FW13",NA,4.13306949755,NA,NA,2.5,2.9,473.5
"ANME-1b",NA,3.63401713805,3.1841067505,3.44471530704487,4.58269745928635,4.63742249340625,-139
"Ca. Nitrosopumilus family incertae sedis",2.723,0.46505746985,0.5425,0.604639926720508,0,0.515,326
"Pedobacter",1.4475,NA,NA,NA,NA,NA,NA
"Mucilaginibacter",1.4905,NA,NA,NA,NA,4.63742249340625,NA
"Solitalea",1.4905,NA,NA,0.604639926720508,3.10603729364923,NA,NA
"Roseivirga",NA,NA,NA,NA,NA,NA,NA
"Marinoscillum",5.95,3.1708880497,2.44411019675,3.59239629764959,5,NA,-174
"Candidatus Amoebophilus",5.95,0.35499149005,0.52353385445,0.53566772343266,4.94969512195122,0.92,-174
"Fulvivirga",5.8385,NA,1.0074955991,0.80088055162499,NA,NA,NA
"Reichenbachiella",1.2625,NA,0.52353385445,NA,NA,1.065,NA
"Marivirga",NA,0.35499149005,0.64322360265,0.621331584361621,0.704176595281821,0.94,NA
"Fabibacter",1.2625,NA,0.5809043679,0.621331584361621,NA,NA,NA
"Ekhidna",5.8385,0.62874408815,0.9354919297,0.621331584361621,5,0.92,-163.5
"Spirosoma",NA,NA,NA,NA,NA,1.595,NA
"Ohtaekwangia",1.6775,NA,NA,NA,NA,0.545,NA
"Dyadobacter",1.6205,NA,NA,NA,NA,0.485,NA
"Flectobacillus",4.9,NA,NA,NA,NA,NA,432.5
"Leadbetterella",1.5555,NA,NA,NA,4.94969512195122,NA,-174
"Cytophaga",1.4065,NA,NA,NA,4.58269745928635,NA,NA
"Chryseolinea",1.6775,NA,0.5809043679,NA,NA,0.515,NA
"Emticicia",1.9805,NA,NA,NA,NA,0.7,NA
"Arcicella",1.6775,NA,NA,NA,NA,NA,NA
"Hymenobacter",1.6775,NA,NA,NA,NA,0.545,NA
"Pontibacter",2.723,0.62874408815,0.5425,0.620257651023873,0,0.515,381.5
"Algoriphagus",1.6205,NA,NA,NA,3.93132117615513,0.445,-174
"Paludibacter",1.8505,NA,NA,NA,5,4.436875,NA
"Proteiniphilum",NA,NA,NA,NA,NA,NA,NA
"Microbacter",4.5135,NA,0.86419394445,NA,NA,2.165,261
"Petrimonas",NA,NA,NA,NA,NA,4.36,NA
"Macellibacteroides",1.8505,NA,1.3609090633,NA,NA,4.436875,261
"Bacteroides",1.6205,NA,NA,NA,NA,NA,NA
"Prevotella 9",5.031,NA,1.0258089991,NA,NA,NA,NA
"Marinifilum",NA,3.93506949755,3.23062466975,NA,5,NA,-129
"Saccharicrinis",NA,0.5381071895,3.2085380591,NA,2.33438835936275,4.441875,-100.5
"[Cytophaga] xylanolytica group",1.4475,NA,NA,NA,NA,1.585,NA
"Carboxylicivirga",1.0705,0.35499149005,0.50353385445,0.658099542280137,2.97476013224662,2.075,495.5
"Prolixibacter",1.0705,NA,0.5325,NA,NA,1.555,282.5
"BSV13",1.9805,NA,NA,NA,NA,1.585,261
"Alistipes",NA,NA,NA,NA,NA,NA,NA
"Rikenellaceae RC9 gut group",NA,3.78558204705,NA,3.59239629764959,NA,NA,460.5
"vadinBC27 wastewater-sludge group",1.4905,NA,NA,NA,NA,0.7,NA
"Blvii28 wastewater-sludge group",1.6775,NA,NA,NA,0,1.585,NA
"Acetobacteroides",4.9,NA,NA,NA,NA,NA,NA
"Draconibacterium",1.0705,0.35499149005,0.4845,0.53566772343266,0.0894308943089431,0.42,495.5
"Chryseobacterium",1.6205,NA,0.50353385445,NA,NA,0.6,NA
"Flavobacterium",1.4065,NA,NA,NA,4.94969512195122,NA,NA
"Tenacibaculum",1.4905,0.91291111555,1.0074955991,0.84403512025432,NA,NA,NA
"Lutibacter",1.4475,NA,0.4845,NA,NA,0.8,-174
"Gillisia",NA,0.46505746985,1.26855668055,0.604639926720508,0,0.58,383
"Psychroflexus",NA,1.31544123465,1.6513383543,1.56462690217393,NA,NA,NA
"Maribacter",5.7175,NA,3.44149437535,NA,4.85436998193877,1.235,495.5
"Ulvibacter",5.9335,3.1708880497,2.1815,0.790622099533512,0.615853658536585,0.445,-163.5
"NS5 marine group",2.03,NA,NA,NA,NA,NA,NA
"Winogradskyella",5.7175,3.1708880497,0.9103462092,3.67025118562807,5,NA,NA
"Arenibacter",NA,4.21818858715,2.2980987026,NA,5,NA,477.5
"Eudoraea",4.994,NA,0.9327693241,NA,NA,0.42,NA
"Gramella",1.0705,0.46505746985,0.5425,0.604639926720508,0,0.965,409.5
"Aureisphaera",2.7025,0.5381071895,0.5425,0.620257651023873,0.158536585365854,0.485,NA
"Aquibacter",5.92,3.1708880497,3.1645,0.954598863715066,5,0.42,-174
"Maritimimonas",NA,NA,NA,NA,NA,3.49125,23
"Cloacibacterium",1.4065,NA,NA,NA,NA,NA,NA
"Pseudofulvibacter",1.4065,0.8192138146,1.0074955991,0.80088055162499,NA,NA,NA
"Actibacter",1.4475,0.35499149005,0.4845,NA,0,0.42,405
"Gaetbulibacter",NA,3.1708880497,2.17491587375,3.83243626487274,3.81281366835137,0.515,NA
"Robiginitalea",5.92,3.36833240045,2.24795480925,3.67025118562807,3.93132117615513,NA,-130
"Dokdonia",1.3855,1.45862203945,0.9327693241,1.55810117422104,5,1.015,441
"Mariniflexile",NA,NA,NA,NA,NA,NA,-174
"Zeaxanthinibacter",2.723,0.5381071895,0.64322360265,0.604639926720508,0.0894308943089431,0.6,477.5
"Sediminicola",NA,1.3581285796,1.02852306895,0.604639926720508,0,0.8,341
"Lutimonas",NA,0.381973364,0.50353385445,0.620257651023873,0,0.42,495.5
"Gilvibacter",3.0235,0.62874408815,0.9103462092,0.824939988898102,5,0.485,-163.5
"Ornithobacterium",NA,1.8957326908,2.0723596648,1.15190518196893,1.59603658536585,NA,-67.5
"Hoppeia",NA,3.1708880497,2.556482624,4.03084139883363,3.81281366835137,NA,-174
"Jejudonia",4.9,1.00726638935,1.0258089991,0.989946586288442,0.615853658536585,0.965,-35
"Muriicola",1.8505,0.5795,0.93755601405,0.604639926720508,2.47463902843758,0.58,40
"Aureitalea",1.0705,0.35499149005,0.52353385445,0.53566772343266,0.239775423578754,0.855,191
"Schleiferia",2.994,0.8192138146,0.5809043679,0.824939988898102,0.239775423578754,0.445,-174
"Fluviicola",NA,NA,0.4845,3.59239629764959,4.58269745928635,NA,NA
"Crocinitomix",5.95,3.1708880497,2.1815,1.07938601524525,NA,NA,-174
"Salinirepens",NA,3.26659883975,3.48493716695,4.03084139883363,5,NA,NA
"Phaeodactylibacter",NA,3.1708880497,2.556482624,4.03084139883363,2.68613370872352,1.19,-174
"Haliscomenobacter",5.95,NA,NA,NA,NA,0.8,NA
"Portibacter",5.7175,3.1708880497,2.556482624,3.67025118562807,5,4.28875,-163.5
"Lewinella",5.8385,3.26659883975,3.48493716695,3.67025118562807,5,1.19,-122
"Aureispira",2.03,0.9484726575,0.9327693241,1.00756432441183,0,4.5425595238125,-163.5
"Flavihumibacter",1.8505,0.72672377485,0.64322360265,0.621331584361621,NA,0.42,NA
"Sediminibacterium",5.95,4.21818858715,2.22660001945,4.03084139883363,3.02193417644351,NA,NA
"Ferruginibacter",1.6205,NA,0.52353385445,NA,5,0.485,NA
"Terrimonas",1.6775,NA,NA,NA,4.58269745928635,0.445,NA
"Chitinophaga",1.4065,NA,NA,3.59239629764959,0,1.585,NA
"Filimonas",1.2625,NA,NA,NA,4.07459804918522,0.42,NA
"Niastella",5.1345,NA,NA,NA,NA,NA,NA
"Dinghuibacter",1.9805,0.419973364,0.64322360265,0.53566772343266,NA,0.515,-174
"Balneola",NA,0.62874408815,0.4845,0.621331584361621,3.81281366835137,0.965,-122
"Gracilimonas",1.0705,1.00726638935,0.97940346935,1.11006058800802,0.996951219512195,NA,NA
"Gemmatimonas",1.6205,NA,0.5325,NA,NA,0.445,NA
"Fibrobacter",NA,NA,NA,NA,NA,NA,NA
"Caldithrix",NA,1.2385,NA,0.84403512025432,0,NA,473.5
"Ca. Latescibacter",1.0705,0.5381071895,0.5425,0.604639926720508,5,0.515,-174
"Ignavibacterium",1.9805,NA,NA,NA,3.81281366835137,NA,NA
"Sphaerotilus",5.95,0.5381071895,2.572522516,NA,NA,4.33,-163.5
"Acidovorax",1.6775,2.42185731065,NA,2.64548669428558,3.02193417644351,NA,-174
"Hydrogenophaga",5.95,0.9366339449,2.572522516,1.74193769769375,NA,NA,NA
"Comamonas",1.4475,NA,NA,0.749869639020721,4.94969512195122,NA,NA
"Limnohabitans",1.4065,0.35499149005,NA,3.46153415214349,NA,NA,-174
"Polaromonas",1.4065,NA,NA,NA,NA,NA,NA
"Leptothrix",1.5555,NA,NA,NA,NA,NA,-174
"Pelomonas",NA,NA,NA,NA,NA,NA,NA
"Inhella",1.0705,NA,NA,NA,NA,0.7,NA
"Ralstonia",NA,NA,NA,NA,NA,NA,NA
"Limnobacter",NA,NA,NA,NA,0,0.64,408.5
"Lautropia",1.6205,0.83348022185,0.52353385445,0.80088055162499,NA,4.63742249340625,NA
"Massilia",1.0705,NA,NA,NA,4.94969512195122,NA,-174
"Azoarcus",NA,3.31894392975,NA,NA,0,2.2425,460.5
"Dechloromonas",1.9805,NA,NA,NA,NA,0.61,NA
"Methyloversatilis",1.9805,0.8192138146,0.5809043679,NA,0.602851599455634,1.275,174
"Thauera",1.4905,NA,NA,NA,NA,1.585,NA
"Sulfuritalea",1.9805,NA,NA,NA,4.58269745928635,0.58,NA
"Candidatus Accumulibacter",1.6205,0.8010657827,0.5325,NA,NA,0.485,NA
"Uliginosibacterium",5.95,NA,NA,4.03084139883363,5,0.42,NA
"Zoogloea",1.6775,NA,NA,NA,NA,0.545,NA
"Denitratisoma",1.9805,NA,0.93755601405,NA,NA,0.61,NA
"Propionivibrio",1.6775,NA,NA,NA,NA,0.42,NA
"Georgfuchsia",5.95,NA,NA,NA,NA,0.58,NA
"Ferribacterium",1.2625,NA,NA,NA,5,NA,NA
"Nitrosomonas",2.9615,0.50266465935,3.5063946883,NA,0,3.1,282.5
"Thiobacillus",1.6775,NA,0.5425,NA,NA,NA,NA
"Ferritrophicum",NA,NA,NA,NA,3.02193417644351,NA,NA
"Leeia",4.9,NA,NA,NA,NA,NA,NA
"Uruburuella",4.5135,1.01817989095,1.37577232655,NA,5,0.6,441
"Deefgea",2.998,3.1708880497,NA,1.34442894059662,4.94969512195122,NA,NA
"Formivibrio",4.994,NA,NA,NA,1.60675601155514,4.436875,NA
"Methylotenera",NA,0.381973364,0.64322360265,0.604639926720508,0,0.42,-174
"Chitinivorax",NA,NA,NA,NA,NA,NA,NA
"Mesorhizobium",NA,NA,NA,NA,NA,NA,NA
"Pseudahrensia",5.8385,NA,1.0074955991,NA,NA,0.42,NA
"Oricola",NA,3.1708880497,3.13670309855,NA,2.33438835936275,0.7,83.5
"Ahrensia",1.0705,0.35499149005,0.52353385445,0.53566772343266,0.247049240871998,0.42,305.5
"Cohaesibacter",1.6205,0.70880881015,1.3711644785,0.658099542280137,1.8919513712872,2.05,273.5
"Bradyrhizobium",1.9805,0.5795,0.64322360265,NA,NA,0.445,NA
"Bosea",1.4065,0.419973364,0.4845,NA,NA,NA,NA
"Rhizobium",1.6775,0.419973364,NA,NA,NA,4.63742249340625,NA
"Hyphomicrobium",NA,NA,NA,NA,NA,NA,-174
"Devosia",NA,NA,NA,NA,NA,NA,NA
"Rhodomicrobium",NA,NA,1.0258089991,0.899107755661913,0.164634146341463,0.42,460.5
"Rhodoplanes",5.95,NA,NA,NA,NA,NA,NA
"Pedomicrobium",NA,NA,NA,NA,3.05338085155898,NA,-174
