"","AMBI","PI","PI5yAvg","piMetals","piHC","piOM","Redox"
"Lutimonas",0,5,3,5,3,4,3
"Gilvibacter",1,2,2,2,1,1,2
"Ornithobacterium",0,2,2,1,1,0,2
"Hoppeia",0,2,2,2,1,0,3
"Jejudonia",1,2,2,1,1,2,1
"Muriicola",2,1,2,1,1,1,2
"Aureitalea",1,1,1,1,1,2,2
"Schleiferia",2,1,1,1,1,1,2
"Fluviicola",0,0,2,2,1,0,0
"Crocinitomix",3,2,2,2,0,0,3
"Salinirepens",0,2,3,2,2,0,0
"Phaeodactylibacter",0,2,2,1,1,2,1
"Haliscomenobacter",3,0,0,0,0,4,0
"Portibacter",1,2,1,1,1,1,2
"Lewinella",1,2,2,2,1,1,1
"Aureispira",1,2,2,1,1,1,3
"Flavihumibacter",3,0,0,3,0,5,0
"Sediminibacterium",5,2,3,2,2,0,0
"Ferruginibacter",5,0,0,0,1,3,0
"Terrimonas",4,0,0,0,1,3,0
"Chitinophaga",3,0,0,2,1,4,0
"Filimonas",3,0,0,0,3,4,0
"Niastella",5,0,0,0,0,0,0
"Dinghuibacter",3,0,0,0,0,4,3
"Balneola",0,1,1,2,1,0,3
"Gracilimonas",1,2,2,2,1,0,0
"Gemmatimonas",4,0,0,0,0,5,0
"Fibrobacter",0,0,0,0,0,0,0
"Caldithrix",0,3,0,0,0,0,4
"Ca. Latescibacter",3,4,4,4,5,5,5
"Ignavibacterium",5,0,0,0,1,0,0
"Sphaerotilus",5,3,4,0,0,5,5
"Acidovorax",4,2,0,3,2,0,3
"Hydrogenophaga",0,0,4,0,0,0,0
"Comamonas",4,0,0,2,1,0,0
"Limnohabitans",5,3,0,3,0,0,3
"Polaromonas",4,0,0,0,0,0,0
"Leptothrix",5,0,0,0,0,0,1
"Pelomonas",0,0,0,0,0,0,0
"Inhella",5,0,0,0,0,5,0
"Ralstonia",0,0,0,0,0,0,0
"Limnobacter",0,0,0,0,1,2,1
"Lautropia",4,3,4,3,0,3,0
"Massilia",5,0,0,0,1,0,1
"Azoarcus",0,2,0,0,1,0,1
"Dechloromonas",4,0,0,0,0,4,0
"Methyloversatilis",4,3,4,0,3,4,3
"Thauera",5,0,0,0,0,4,0
"Sulfuritalea",5,0,0,0,1,3,0
"Candidatus Accumulibacter",5,0,0,0,0,4,0
"Uliginosibacterium",5,0,0,2,1,5,0
"Zoogloea",5,0,0,0,0,4,0
"Denitratisoma",4,0,3,0,0,3,0
"Propionivibrio",5,0,0,0,0,5,0
"Georgfuchsia",4,0,0,0,0,4,0
"Ferribacterium",5,0,0,0,1,0,0
"Nitrosomonas",1,0,1,0,1,1,1
"Thiobacillus",4,0,3,0,0,0,0
"Ferritrophicum",0,0,0,0,1,0,0
"Leeia",5,0,0,0,0,0,0
"Uruburuella",4,3,3,0,0,5,3
"Deefgea",5,2,0,2,1,0,0
"Formivibrio",5,0,0,0,2,3,0
"Methylotenera",0,3,3,3,5,5,3
"Chitinivorax",0,0,0,0,0,0,0
"Mesorhizobium",0,0,0,0,0,0,0
"Pseudahrensia",1,0,2,0,0,1,0
"Oricola",0,1,2,0,1,2,2
"Ahrensia",1,1,1,1,1,1,2
"Cohaesibacter",2,2,2,1,1,3,1
"Bradyrhizobium",4,4,4,0,0,5,0
"Bosea",5,5,4,0,0,0,0
"Rhizobium",5,0,0,0,0,5,0
"Hyphomicrobium",0,0,0,0,0,0,1
"Devosia",0,0,0,0,0,0,0
"Rhodomicrobium",0,0,2,1,1,1,1
"Rhodoplanes",5,0,0,0,0,0,0
"Pedomicrobium",0,0,0,0,1,0,1
"Filomicrobium",2,2,2,1,1,3,0
"Pseudolabrys",5,0,0,0,0,0,0
"Variibacter",0,0,0,0,0,0,0
"Afifella",2,1,2,1,1,2,0
"Anderseniella",2,1,2,1,1,1,1
"Methyloceanibacter",2,0,0,1,0,3,0
"Rhizomicrobium",4,0,0,0,0,5,0
"Bauldia",0,2,2,2,1,0,1
"Nordella",4,0,0,0,0,5,0
"Rickettsia",0,0,0,0,0,0,0
"Paracoccus",5,3,3,3,0,4,3
"Sulfitobacter",1,2,2,2,1,1,1
"Loktanella",0,0,0,0,0,0,0
"Labrenzia",0,2,3,2,1,0,0
"Rhodobacter",3,0,3,3,0,3,0
"Pseudorhodobacter",0,0,0,0,0,0,0
"Aestuariivita",0,5,5,4,0,2,0
"Oceaniovalibus",0,2,3,1,1,0,0
"Defluviimonas",3,0,0,4,1,1,2
"Roseovarius",1,2,2,2,1,1,1
"Rubellimicrobium",5,5,4,5,0,5,0
"Sedimentitalea",0,4,4,4,5,4,4
"Halocynthiibacter",2,0,0,0,3,0,0
"Albimonas",0,0,0,0,0,4,0
"Albirhodobacter",4,0,0,0,0,0,0
"Ketogulonicigenium",0,3,2,0,1,1,2
"Roseobacter",1,2,2,1,1,1,1
"Palleronia",1,1,2,1,1,1,1
"Dinoroseobacter",3,0,0,0,5,0,4
"Sphingomonas",3,0,4,0,0,4,0
"Novosphingobium",5,0,0,0,1,5,0
"Sphingobium",4,0,0,0,0,4,0
"Sphingopyxis",3,0,0,0,2,5,0
"Zymomonas",5,0,3,0,0,3,0
"Sphingorhabdus",0,1,2,0,1,1,1
"Polymorphobacter",4,3,3,0,0,5,0
"Sphingomicrobium",2,1,2,1,1,2,1
"Parasphingopyxis",2,1,1,1,1,1,1
"Rhizorhapis",5,0,0,0,0,4,0
"Erythrobacter",2,2,2,2,1,0,1
"Altererythrobacter",0,1,0,3,1,1,1
"Tistlia",3,1,2,1,1,1,1
"Terasakiella",0,0,0,0,3,5,3
"Magnetospira",2,0,2,0,0,1,1
"Pelagibius",2,1,1,1,1,2,1
"Magnetovibrio",0,5,5,5,0,0,3
"Defluviicoccus",0,0,0,0,1,2,0
"Roseomonas",5,0,3,0,0,5,3
"Reyranella",4,0,4,0,0,4,3
"Candidatus Alysiosphaera",0,2,2,2,0,0,0
"Phenylobacterium",5,0,3,0,0,3,0
"Brevundimonas",5,0,0,0,1,0,1
"Caulobacter",4,0,0,0,0,4,0
"Hyphomonas",0,0,0,0,0,0,0
"Woodsholea",4,0,0,0,0,4,0
"Hirschia",4,0,5,0,0,4,0
"Sneathiella",3,5,3,5,5,4,0
"Emcibacter",0,5,4,5,5,5,4
"Pseudomonas",5,0,0,0,0,4,0
"Acinetobacter",5,0,3,0,0,0,0
"Psychrobacter",0,0,0,0,0,0,0
"Alkanindiges",3,0,0,0,2,0,0
"Perlucidibaca",5,0,0,0,0,4,0
"[Agitococcus] lubricus group",4,0,0,0,2,0,0
"Moritella",0,0,0,0,4,0,4
"Paramoritella",1,0,2,1,0,0,0
"Pseudoalteromonas",3,0,1,1,0,0,2
"Glaciecola",0,2,1,0,0,0,0
"Paraglaciecola",3,2,2,2,1,3,1
"Marinobacter",3,1,2,1,1,1,1
"Shewanella",3,2,2,1,1,1,0
"Psychrobium",2,1,1,0,0,0,1
"Thalassotalea",0,2,2,2,0,0,0
"Colwellia",2,0,0,0,0,0,0
"Psychromonas",0,0,0,0,0,0,4
"Thiothrix",0,3,3,0,2,3,0
"Leucothrix",0,0,0,0,0,0,0
"Beggiatoa",0,0,0,0,0,0,0
"Cocleimonas",3,0,2,0,0,1,0
"Thiomargarita",0,3,3,0,3,5,3
"Thiomicrospira",0,5,5,0,5,4,0
"endosymbionts",0,5,5,5,5,5,4
"Acidibacter",5,0,4,0,0,4,0
"Candidatus Competibacter",5,4,3,0,0,3,3
"Steroidobacter",3,0,0,0,0,4,0
"Stenotrophomonas",4,0,4,0,0,5,3
"Pseudoxanthomonas",5,5,3,5,0,5,5
"Aquimonas",0,2,2,1,1,0,3
"Arenimonas",3,0,3,0,0,5,0
"Luteibacter",0,0,0,0,0,0,0
"Dokdonella",3,3,3,0,0,5,3
"Polycyclovorans",0,2,0,2,1,1,0
"Arenicella",1,1,1,1,1,2,2
"Oleiphilus",0,0,0,0,0,4,3
"Gynuella",2,0,0,0,0,0,0
"Halomonas",5,0,0,0,2,5,0
"Alcanivorax",0,5,3,5,4,4,4
"Kangiella",2,0,0,0,0,0,0
"Marinobacterium",2,0,1,0,1,0,0
"Marinomonas",0,0,0,0,0,0,0
"Thalassolituus",0,0,0,0,0,0,0
"Pseudohongiella",2,0,2,0,0,1,0
"Reinekea",0,0,0,1,0,0,0
"Oceanospirillum",0,5,4,0,5,0,5
"Neptunomonas",0,0,0,0,3,0,0
"Oceanobacter",0,0,0,0,0,0,0
"Oleispira",0,5,3,0,5,0,4
"Corallomonas",2,1,1,1,1,0,2
"Oceaniserpentilla",0,0,0,3,0,0,0
"Motiliproteus",3,1,2,2,3,3,1
"Endozoicomonas",0,3,3,0,4,0,0
"Vibrio",1,0,0,0,3,4,4
"Photobacterium",1,5,0,0,5,0,4
"Thiohalocapsa",5,2,2,2,0,0,0
"Rheinheimera",0,3,3,2,3,0,3
"Thiocapsa",0,5,4,0,4,0,0
"Lamprocystis",5,4,4,4,4,5,5
"Thiohalobacter",2,0,2,0,1,1,2
"Thiogranum",0,0,0,0,4,2,0
"Thioalkalispira",0,0,0,0,5,0,0
"Granulosicoccus",1,2,1,1,1,1,1
"Aeromonas",5,0,0,0,3,0,0
"Oceanisphaera",2,1,2,1,1,1,1
"Legionella",0,0,0,0,0,0,0
"Coxiella",2,0,2,0,0,0,0
"Aquicella",0,2,2,2,1,0,1
"Rickettsiella",0,0,0,0,0,0,0
"Congregibacter",0,0,0,0,0,0,4
"Halioglobus",0,0,0,0,0,5,3
"Haliea",0,4,3,0,5,4,4
"OM60(NOR5) clade",0,4,0,0,5,4,4
"Parahaliea",0,4,3,4,3,5,3
"Marimicrobium",5,0,0,0,0,0,0
"Cellvibrio",3,0,0,2,2,4,0
"Simiduia",3,3,3,2,3,0,0
"Candidatus Endobugula",1,1,1,2,1,0,2
"SAR92 clade",0,1,0,2,0,0,0
"Porticoccus",0,5,4,0,5,4,3
"C1-B045",3,5,4,5,4,5,5
"Microbulbifer",2,1,2,1,0,2,1
"Dasania",0,4,4,3,5,5,4
"BD1-7 clade",2,1,2,1,1,1,1
"Methylomonas",5,0,0,0,0,0,0
"Methylobacter",5,0,0,0,0,0,0
"Methylomarinum",2,0,0,0,1,1,1
"Crenothrix",4,0,0,2,1,5,0
"Sulfurifustis",0,0,0,0,0,2,0
"Sedimenticola",0,0,0,0,0,0,0
"Marinicella",1,0,1,0,0,2,0
"Thiolapillus",0,4,0,0,4,0,5
"Thiohalophilus",2,0,0,0,0,3,0
"Thioprofundum",2,0,0,0,4,0,0
"Desulfovibrio",5,4,4,4,4,5,5
"Desulfomicrobium",5,3,0,0,0,5,3
"Deferrisoma",0,0,0,0,0,0,4
"Peredibacter",0,0,0,0,0,4,3
"Halobacteriovorax",0,5,4,5,5,5,4
"Bacteriovorax",5,0,0,0,2,0,0
"Bdellovibrio",0,0,0,0,0,0,0
"OM27 clade",0,1,1,1,1,2,2
"Anaeromyxobacter",5,0,0,0,0,0,1
"Sandaracinus",2,1,2,1,1,2,2
"Sorangium",4,0,0,0,0,0,0
"Polyangium",4,0,0,0,1,0,0
"Aetherobacter",4,0,0,0,2,0,0
"Enhygromyxa",0,0,0,0,1,0,0
"Nannocystis",2,0,2,0,0,3,1
"Pseudenhygromyxa",4,0,0,0,0,0,3
"Haliangium",0,0,2,0,1,0,1
"Phaselicystis",3,5,0,4,0,5,3
"Geobacter",5,0,0,0,0,3,0
"Geopsychrobacter",0,5,4,5,0,3,0
"Geothermobacter",0,5,4,5,5,4,3
"Desulfuromusa",0,5,5,5,5,3,0
"Pelobacter",0,5,4,5,3,0,0
"Desulfuromonas",0,0,3,3,0,3,0
"Desulfobacter",5,5,4,5,4,4,4
"Desulfosarcina",5,5,3,4,4,0,5
"Desulfococcus",5,5,4,5,4,5,5
"Desulfatitalea",0,5,4,5,5,5,4
"Sva0081 sediment group",0,0,1,0,0,0,0
"Desulforegula",0,0,0,0,0,4,0
"Desulfatirhabdium",5,4,3,5,4,5,5
"Desulfatiferula",3,3,3,5,0,5,3
"SEEP-SRB1",0,4,0,0,5,4,3
"Desulfobacterium",5,3,4,4,4,5,4
"Desulfofaba",0,5,4,5,5,4,4
"Desulfoconvexum",4,3,4,3,4,5,4
"Desulfonema",5,4,4,0,4,4,5
"Desulfobulbus",0,5,5,5,5,5,0
"MSBL7",0,5,5,5,5,0,0
"Desulfurivibrio",0,0,0,0,0,3,2
"[Desulfobacterium] catecholicum group",4,0,0,0,0,3,0
"Desulforhopalus",4,4,3,0,3,5,3
"Desulfopila",0,5,4,5,5,4,4
"SEEP-SRB4",5,4,4,4,5,4,4
"Desulfocapsa",0,5,5,5,5,0,0
"Desulfofustis",3,2,2,2,0,0,0
"Desulfatiglans",0,4,4,4,5,5,5
"Smithella",4,5,5,5,5,4,3
"Desulfobacca",0,0,0,0,0,0,0
"Syntrophus",4,0,0,0,0,3,0
"Syntrophobacter",0,0,0,0,0,0,0
"Pseudobacteriovorax",3,0,1,1,0,0,0
"Mariprofundus",0,5,5,5,5,4,3
"Ca. Tenderia",3,0,0,0,0,0,0
"Ruminococcaceae UCG-002",5,5,3,5,4,4,5
"Faecalibacterium",4,3,3,0,4,4,3
"Ruminococcaceae UCG-005",0,0,0,0,0,0,3
"Ruminococcus 2",4,3,4,3,3,0,0
"Ercella",3,5,4,0,5,4,3
"Christensenellaceae R-7 group",5,4,3,3,4,5,5
"Clostridium sensu stricto",0,0,0,0,0,1,1
"Sedimentibacter",0,0,0,0,0,5,0
"[Eubacterium] brachy group",3,3,3,0,0,5,3
"Anaerovorax",5,3,3,0,0,4,3
"Syntrophomonas",0,4,4,0,0,4,0
"Defluviitaleaceae UCG-011",4,5,4,4,4,4,5
"Fusibacter",4,3,4,3,0,5,5
"Acidaminobacter",5,0,0,0,0,5,0
"Dethiosulfatibacter",0,5,4,0,4,4,5
"Bacillus",3,2,2,1,1,2,1
"Sporosarcina",2,1,2,1,1,1,1
"Trichococcus",5,3,4,3,3,0,0
"Atopostipes",0,0,0,0,1,1,1
"Facklamia",0,0,0,0,0,0,0
"Erysipelothrix",3,0,0,0,2,5,0
"Turicibacter",3,0,0,0,1,1,1
"Leptolyngbya",0,0,0,0,0,0,0
"Calothrix",5,0,0,0,0,0,0
"Rivularia",0,2,2,2,1,2,1
"Cyanobacterium",1,1,1,1,1,2,1
"Arthrospira",0,0,0,0,0,0,0
"Microcoleus",0,0,0,0,0,0,0
"Planktothricoides",0,0,2,2,0,4,3
"Phormidium",5,0,0,0,0,0,0
"Oscillatoria",0,2,2,2,0,0,0
"Microbacterium",5,4,4,4,4,3,4
"Leucobacter",5,4,4,4,4,5,5
"Candidatus Aquiluna",0,0,0,0,0,0,0
"Tetrasphaera",0,3,4,0,4,3,4
"Demequina",0,5,5,4,5,5,4
"Georgenia",5,5,3,5,4,5,5
"Gordonia",3,3,3,0,0,4,3
"Mycobacterium",5,5,4,4,5,4,4
"Nakamurella",0,0,0,0,0,0,0
"Fodinicola",3,5,4,5,0,0,0
"Bifidobacterium",5,4,3,3,4,0,0
"Nocardioides",0,0,0,0,1,2,1
"Aeromicrobium",5,4,3,5,0,5,5
"Streptomyces",0,2,0,0,1,2,1
"Solirubrobacter",0,0,0,0,0,2,1
"Gaiella",0,0,0,0,1,0,1
"Ilumatobacter",1,2,2,1,1,1,1
"CL500-29 marine group",5,0,0,0,1,5,0
"Candidatus Microthrix",0,0,0,0,0,3,0
"Iamia",5,3,3,3,0,3,0
"Euzebya",2,1,1,1,1,2,1
"Anaerolinea",5,0,0,0,0,3,0
"Anaerolineaceae UCG-001",5,5,3,0,0,4,3
"Pelolinea",3,4,4,4,5,5,5
"Thermomarinilinea",5,4,4,4,4,5,3
"Roseiflexus",5,0,4,0,0,0,0
"Meiothermus",0,0,0,0,0,0,0
"Truepera",2,1,1,1,1,1,1
"Armatimonas",0,0,0,0,0,5,0
"Spirochaeta",5,5,5,4,5,5,4
"Treponema 2",5,0,0,0,1,4,0
"Turneriella",0,2,0,1,0,0,0
"Pir4 lineage",0,0,0,0,0,0,0
"Rhodopirellula",1,1,1,1,1,2,2
"Blastopirellula",1,1,1,1,1,1,2
"Gemmata",4,0,0,0,1,5,0
"Schlesneria",3,0,0,0,1,4,0
"Planctomyces",0,2,2,2,1,0,2
"Pirellula",0,2,2,2,1,3,2
"Bythopirellula",1,2,2,1,1,2,1
"Candidatus Scalindua",2,0,2,0,1,3,2
"Urania-1B-19 marine sediment group",2,0,0,1,1,2,1
"Pelagicoccus",2,1,2,2,0,3,1
"Lentimonas",1,1,1,1,1,2,2
"Opitutus",4,0,0,0,1,4,0
"Alterococcus",0,2,2,1,2,0,1
"Haloferula",3,0,0,1,1,5,0
"Prosthecobacter",4,0,0,0,2,4,0
"Luteolibacter",4,0,0,0,1,5,0
"Roseibacillus",3,2,2,2,1,2,3
"Persicirhabdus",3,0,0,2,0,0,0
"Rubritalea",3,2,2,2,1,0,0
"Chthoniobacter",4,0,0,0,1,4,0
"Candidatus Xiphinematobacter",0,0,0,0,0,0,0
"Lentisphaera",2,2,1,1,0,3,0
"Arcobacter",5,0,3,0,0,4,4
"Sulfurospirillum",0,0,4,0,0,4,0
"Sulfurimonas",0,5,4,4,5,5,4
"Sulfuricurvum",4,0,0,0,0,0,0
"Sulfurovum",5,4,4,4,4,5,4
"Thermovirga",0,5,5,5,5,4,4
"Stenotrophobacter",4,0,0,0,1,0,0
"11-24",4,0,0,0,1,0,0
"Blastocatella",2,1,2,1,1,1,1
"RB41",4,0,0,0,0,0,0
"Candidatus Koribacter",4,0,4,0,0,5,5
"Acanthopleuribacter",5,5,4,5,4,4,5
"Thermotomaculum",5,5,3,5,4,5,5
"Bryobacter",4,0,0,0,0,5,0
"Paludibaculum",4,0,0,0,0,5,0
"Ca. Solibacter",4,0,0,0,0,0,0
"Propionigenium",0,5,3,0,0,5,4
"Leptotrichia",5,0,3,0,0,4,0
"Ca. Entotheonella",1,1,2,1,1,2,1
"Nitrospina",2,0,1,0,0,2,1
"Nitrospira (Nitrospiraceae)",2,2,2,2,1,3,1
"Methanobrevibacter",0,5,5,4,5,5,5
"Methanolinea",0,5,0,4,5,0,0
"Methanogenium",0,5,5,5,5,0,0
"ANME-3",0,4,5,4,5,5,5
"Methanosaeta",0,5,5,4,5,5,0
"Ca. Nitrosoarchaeum",0,2,2,1,1,0,0
"Cenarchaeum",2,1,1,1,1,3,1
"Ca. Nitrosopumilus",0,1,1,1,1,3,1
"Marinoscillum luteum",0,1,1,0,0,2,0
"Flexibacter litoralis DSM 6794",0,2,2,1,1,0,3
"Flavobacterium cheniae",4,0,0,0,0,0,0
"Tenacibaculum dicentrarchi",0,0,0,0,0,0,0
"Maribacter chungangensis",3,2,2,0,1,1,1
"Muriicola jejuensis",0,2,2,0,1,2,1
"Tepidiphilus succinatimandens",0,0,0,0,0,0,0
"Sulfurirhabdus autotrophica",0,0,0,0,0,0,0
"Pseudoruegeria haliotis",0,5,0,0,5,3,3
"Sphingomicrobium lutaoense",2,1,2,1,1,1,1
"Thiothrix eikelboomii",0,4,4,5,5,0,0
"Arenicella chitinivorans",1,2,2,2,1,0,0
"Pseudenhygromyxa salsuginis",0,0,0,0,0,5,3
"Desulfatiferula olefinivorans",5,4,4,4,4,5,3
"Desulfatiferula berrensis",5,0,0,0,0,5,4
"Desulforhopalus singaporensis",3,3,3,3,0,0,0
